service_id,label_en,label_fr,org
2054,Interdepartmental Procurement Strategy for Aboriginal Businesses,Stratégie interministérielle d’approvisionnement auprès des entreprises autochtones,isc-sac
2053,Funding for Essential Community-Based Services: First Nation Land Management,Financement des services essentiels communautaires : gestion des terres des Premières Nations,isc-sac
2052,Amendments to Schedule I of The First Nation Oil And Gas And Moneys Management Act,Modifications à l’annexe 1 de la Loi sur la gestion du pétrole et du gaz et des fonds des Premières Nations,isc-sac
2051,Food Safety Investigation - Incident Response,Enquête sur la salubrité alimentaire - intervention en cas d’incident,cfia-acia
2050,First Nations Commercial and Industrial Development Act,Loi sur le développement commercial et industriel des Premières nations,isc-sac
2049,Community-Based Services: First Nations Economic Development Capacity & Readiness Funding,Services communautaires : financement de la capacité et de l’état de préparation en matière de développement économique des Premières Nations,isc-sac
2048,Issuance of the Secure Certificate of Indian Status,Délivrance du certificat sécurisé de statut d'Indien,isc-sac
2047,Indian Registry,Registre indien,isc-sac
2046,Estates Management,Gestion des successions,isc-sac
2045,Individual Trust Account Payout Requests,Demandes de paiement de compte en fiducie individuel,isc-sac
2044,Indian Moneys Expenditure Requests,Demandes de versement des fonds indiens,isc-sac
2043,Treaty Payments Events,Événements de paiement de traités,isc-sac
2042,Transfers of Band Moneys,Transferts d'argent de bande,isc-sac
2041,Treaty Annuity Payments,Paiements de rente conventionnelle,isc-sac
2038,Permits for Migratory Bird Sanctuary Regulations,Permis en vertu du Règlement sur les refuges d'oiseaux migrateurs,ec
2036,Application Portfolio Management (APM) submission,Soumission du Plan de TI et gestion du portefeuille d'applications (GPA),tbs-sct
2035,GCcollab,GCcollab,tbs-sct
2034,GC Talent Cloud,Nuage de talents du GC,tbs-sct
2033,Appraisal and Valuation Services,Services d'évaluation,pwgsc-tpsgc
2032,Athlete Assistance,Aide aux athlètes,pch
2031,Canadian Shellfish Sanitation Program (Emergency (bi-valve) shellfish area closu,Programme canadien de contrôle de la salubrité des mollusques (Recommandations pour la fermeture d'urgence de la zone des mollusques),ec
2030,Green and Sustainable Government for Real Property,Gouvernement vert et durable pour les biens immobiliers,pwgsc-tpsgc
2029,Accessibility and Inclusivity in the Built Environment,Accessiblité et inclusivité dans l'environnement bâti,pwgsc-tpsgc
2028,New Substances Notification,Déclaration de substances nouvelles,ec
2025,Provision of Grants and Contributions,Octroi de subventions et de contributions,pch
2024,Treasury Board Submission Centre,Centre des présentations du Conseil du Trésor,tbs-sct
2023,"Processing Applications under the Canadian Energy Regulator Act, sections 183, 2","Traitement des demandes aux termes de l'article 183, 214, 262 ou 298 de la loi sur la Régie canadienne de l'énergie.",cer-rec
2022,Performance Management for Employees,Gestion du rendement pour les employés,tbs-sct
2021,IP Data,Données sur la PI,ic
2020,Federal Contaminated Sites Inventory (FCSI),Inventaire des sites contaminés fédéraux (ISCF),tbs-sct
2019,Directory of Federal Real Property (DFRP),Répertoire des biens immobiliers fédéraux (RBIF),tbs-sct
2017,Management Accountability Framework,Cadre de responsabilisation de gestion,tbs-sct
2016,Interchange Canada,Échanges Canada,tbs-sct
2015,Client Service Centre,Centre de services à la clientèle,ic
2014,Canada Energy Regulator Financial Audit of Regulated Companies.,Vérification des états financiers des sociétés réglementées par la Régie de l'énergie du Canada.,cer-rec
2013,Canada Energy Regulator Management System Audits of Regulated Companies,Vérifications des systèmes de gestion des sociétés réglementées par la Régie de l'énergie du Canada.,cer-rec
2010,New Fiscal Relationship (10 Year) Grant,Subvention nouvelle relation financière (de 10 ans),isc-sac
2009,Atmospheric Data and Information Service,Service de données et d'informations atmosphériques,ec
2008,State funeral,Funérailles d'État,pch
2007,"Ice Warnings, Forecasts and Information","Avertissements, prévisions et informations sur les glaces",ec
2006,Responses to Public and Media Inquiries,Réponses aux demandes de renseignements du public et des médias,cgc-ccg
2005,Additional Pain and Suffering Compensation,Indemnité supplémentaire pour douleur et souffrance,vac-acc
2004,Payment Protection for Grain Producers,Protection du paiement à l'intention des producteurs de grain,cgc-ccg
2003,Allocation of Producer Cars,Attribution des wagons de producteurs,cgc-ccg
2002,Final Quality Determination for Grain Producers,Détermination définitive de la qualité pour les producteurs de grain,cgc-ccg
2001,Official CGC Sealed Sample with Certificate,Échantillon officiel scellé et certificat de la CCG,cgc-ccg
2000,Certificate Final for Grain,Certificat final de grain,cgc-ccg
1999,"Documentation for Optional Inspection, Quality Assurance or Analytical Testing","Documents visant l'inspection facultative, l'assurance de la qualité ou les services d'analyse",cgc-ccg
1998,Provision of Calibration Sets,Ensembles d'étalonnage,cgc-ccg
1997,Authorized Service Providers,Fournisseur de services autorisé,cgc-ccg
1996,Income Replacement Benefit,Prestation de remplacement du revenu,vac-acc
1995,Public Weather,Météo publique,ec
1994,Climate Change Funding Programs - Climate Action Incentive Fund - MUSH,Fonds d’incitation à l’action pour le climat - MUEH,ec
1993,Climate Change Funding Programs - Climate Action Incentive Fund - SME,Fonds d’incitation à l’action pour le climat - PME,ec
1992,Climate Change Funding Programs - Energy Savings Rebate program,Programme de remises écoénergétiques,ec
1991,Harvest Sample Crop Quality Results (Unofficial Results),Programme d'échantillons de récolte (résultats non officiels),cgc-ccg
1990,"Statistical, Research and Technical Publications","Publications statistiques, scientifiques et techniques",cgc-ccg
1989,Conferencing Services,Services de conférence,ssc-spc
1987,Solutions Integration Service,Service d'intégration des solutions,ssc-spc
1986,Dairy Direct Payment Program,Programme de paiements directs pour les producteurs laitiers,aafc-aac
1985,Local Food Infrastructure Fund,Fonds des infrastructures alimentaires locales,aafc-aac
1984,Agricultural Clean Technology Program: Adoption Stream,Programme des technologies propres en agriculture,aafc-aac
1982,Laboratory Testing,L'analyse de laboratoire,cfia-acia
1981,AgriRisk: Research and Development Contribution Funding Stream,Initiatives Agri-risques: Volet de financement par contribution de recherche et développement,aafc-aac
1980,AgriRisk: Microgrants,Initiatives Agri-risques: Microsubventions,aafc-aac
1979,Access to Information Request,Demande d'accès à l'information,cfia-acia
1978,Safe Food for Canadians Licence,Licence relatives à la salubrité des aliments au Canada,cfia-acia
1977,Licences,Délivrance de licences,cgc-ccg
1976,Process Verification,Vérification des processus,cgc-ccg
1975,Canadian Centre for Climate Services,Centre canadien des services climatiques,ec
1973,Honours and Awards,Décorations et citations,vac-acc
1972,Communications - Public & Media Inquiries,To be provided,iic-iac
1971,Marketing - Outreach,To be provided,iic-iac
1970,Investors Services - Advice and Support,To be provided,iic-iac
1969,Investor Services - Proposals and Information Gathering,To be provided,iic-iac
1968,Investor Services - Government Liaison,To be provided,iic-iac
1967,Issuance of Test Kit Registrations under the Controlled Drugs and Substances Act and its Regulations,Octroi d'enregistrements de nécessaires d'essai pour les substances désignées,hc-sc
1966,Exemptions to operate a supervised consumption site,Exemptions relatives aux sites de consommation supervisée,hc-sc
1965,Exemptions to conduct research with controlled substances including clinical trials,Exemptions relatives a la recherche incluant les essais cliniques,hc-sc
1964,Issuance of Authorization Certificates for Preparations or Mixtures of Class A or Class B Precursors under the Controlled Drugs and Substances Act and its Regulations (CSCB),Délivrance de certificats d'autorisation pour les préparations ou mélanges de précurseurs de classe A ou B en vertu de la loi réglementant certaines drogues et autres substances et de son règlement d'application (DGSCC),hc-sc
1963,Issuance of Registrations for Class B Precursors,Inscriptions de précurseurs chimiques de catégorie B,hc-sc
1962,Issuance of Import and Export Permits for Controlled Substances and Chemical Precursors under the Controlled Drugs and Substances Act and its Regulations (CSCB),Délivrance de licences d'importation et d'exportation de substances réglementées et de précurseurs chimiques en vertu de la loi réglementant certaines drogues et autres substances et de son règlement d'application (DGSCC),hc-sc
1961,"Issuance of Licences for controlled substances and precursor chemicals under the Controlled Drugs and Substances Act and its Regulations (New, Renewal, Amendment) (CSCB)","Délivrance de licences pour des substances réglementées et des précurseurs chimiques en vertu de la loi sur les drogues et les substances réglementées et de ses règlements (nouvelles licences, renouvellements, modifications) (DGSCC)",hc-sc
1960,Cannabis Police Services,Services à la clientèle - Services policiers relatifs au cannabis,hc-sc
1959,Email: cannabis@canada.ca,Le courriel: cannabis@canada.ca,hc-sc
1958,"Client Services - Call Centre, Cannabis, Correspondence","Services à la clientèle — Centre d’appels, cannabis, correspondance",hc-sc
1957,Personal Registration Certificates,Certificats d’inscription personnelle,hc-sc
1956,Security,Sécurité,hc-sc
1955,Renewals and Amendments,Renouvellements et modifications,hc-sc
1954,Initial Licensing,Octroi de licences initiales,hc-sc
1953,Cannabis Product Recalls,Rappels de produits du cannabis,hc-sc
1952,"Review, assess and action compliance issues related to cannabis and hemp","Examiner, évaluer et traiter les questions de conformité liées au cannabis et au chanvre",hc-sc
1951,Compliance Promotion Activities,Activité de promotion de la conformité,hc-sc
1950,Tobacco Control Program - Enquiries and Complaints,Programme de lutte au tabagisme - Demandes et plaintes,hc-sc
1949,Exemptions under the Cannabis Act,Exemptions en vertu de la Loi sur le cannabis,hc-sc
1948,Issuance of licence for Research under the Cannabis Act and its Regulations,Délivrance de licences de recherche en vertu de la Loi sur le cannabis et de ses règlements,hc-sc
1947,Industrial Hemp Licences,Licences liée au chanvre industriel,hc-sc
1946,Issuance of Cannabis Drug Licences under the Cannabis Act and its Regulations,Délivrance de licences de drogues contenant du cannabis en vertu de la Loi sur le cannabis et de ses règlements,hc-sc
